Data;HoraMinutoSegundo;Milissegundos;MensagensEnviadas;ComandoExecutado
2024-01-04;18:59:46;796;180;python3 -m app.rabbit_publisher 180
2024-01-04;18:59:56;956;334;python3 -m app.rabbit_publisher 334
2024-01-04;19:00:07;129;151;python3 -m app.rabbit_publisher 151
2024-01-04;19:00:17;268;259;python3 -m app.rabbit_publisher 259
2024-01-04;19:00:27;450;315;python3 -m app.rabbit_publisher 315
2024-01-04;19:00:37;610;190;python3 -m app.rabbit_publisher 190
2024-01-04;19:00:47;760;148;python3 -m app.rabbit_publisher 148
2024-01-04;19:00:57;903;336;python3 -m app.rabbit_publisher 336
2024-01-04;19:01:08;066;197;python3 -m app.rabbit_publisher 197
2024-01-04;19:01:18;213;246;python3 -m app.rabbit_publisher 246
2024-01-04;19:01:28;389;264;python3 -m app.rabbit_publisher 264
2024-01-04;19:01:38;543;248;python3 -m app.rabbit_publisher 248
2024-01-04;19:01:48;698;348;python3 -m app.rabbit_publisher 348
2024-01-04;19:01:58;860;257;python3 -m app.rabbit_publisher 257
2024-01-04;19:02:09;012;140;python3 -m app.rabbit_publisher 140
2024-01-04;19:02:19;161;335;python3 -m app.rabbit_publisher 335
2024-01-04;19:02:29;323;152;python3 -m app.rabbit_publisher 152
2024-01-04;19:02:39;474;307;python3 -m app.rabbit_publisher 307
2024-01-04;19:02:49;663;194;python3 -m app.rabbit_publisher 194
2024-01-04;19:02:59;808;321;python3 -m app.rabbit_publisher 321
2024-01-04;19:03:09;978;187;python3 -m app.rabbit_publisher 187
2024-01-04;19:03:20;126;162;python3 -m app.rabbit_publisher 162
2024-01-04;19:03:30;268;122;python3 -m app.rabbit_publisher 122
2024-01-04;19:03:40;404;143;python3 -m app.rabbit_publisher 143
2024-01-04;19:03:50;546;116;python3 -m app.rabbit_publisher 116
2024-01-04;19:04:00;685;250;python3 -m app.rabbit_publisher 250
2024-01-04;19:04:10;876;163;python3 -m app.rabbit_publisher 163
2024-01-04;19:04:21;034;116;python3 -m app.rabbit_publisher 116
2024-01-04;19:04:31;173;151;python3 -m app.rabbit_publisher 151
2024-01-04;19:04:41;315;179;python3 -m app.rabbit_publisher 179
2024-01-04;19:04:51;483;118;python3 -m app.rabbit_publisher 118
2024-01-04;19:05:01;622;231;python3 -m app.rabbit_publisher 231
2024-01-04;19:05:11;773;325;python3 -m app.rabbit_publisher 325
2024-01-04;19:05:21;932;204;python3 -m app.rabbit_publisher 204
2024-01-04;19:05:32;081;244;python3 -m app.rabbit_publisher 244
2024-01-04;19:05:42;232;208;python3 -m app.rabbit_publisher 208
2024-01-04;19:05:52;394;179;python3 -m app.rabbit_publisher 179
2024-01-04;19:06:02;551;327;python3 -m app.rabbit_publisher 327
2024-01-04;19:06:12;731;165;python3 -m app.rabbit_publisher 165
2024-01-04;19:06:22;888;266;python3 -m app.rabbit_publisher 266
2024-01-04;19:06:33;048;290;python3 -m app.rabbit_publisher 290
2024-01-04;19:06:43;206;347;python3 -m app.rabbit_publisher 347
2024-01-04;19:06:53;366;273;python3 -m app.rabbit_publisher 273
2024-01-04;19:07:03;523;245;python3 -m app.rabbit_publisher 245
2024-01-04;19:07:13;682;282;python3 -m app.rabbit_publisher 282
2024-01-04;19:07:23;843;273;python3 -m app.rabbit_publisher 273
2024-01-04;19:07:34;020;128;python3 -m app.rabbit_publisher 128
2024-01-04;19:07:44;167;107;python3 -m app.rabbit_publisher 107
2024-01-04;19:07:54;313;263;python3 -m app.rabbit_publisher 263
2024-01-04;19:08:04;465;258;python3 -m app.rabbit_publisher 258
2024-01-04;19:08:14;644;132;python3 -m app.rabbit_publisher 132
2024-01-04;19:08:24;788;224;python3 -m app.rabbit_publisher 224
2024-01-04;19:08:34;935;316;python3 -m app.rabbit_publisher 316
2024-01-04;19:08:45;097;267;python3 -m app.rabbit_publisher 267
2024-01-04;19:08:55;249;113;python3 -m app.rabbit_publisher 113
2024-01-04;19:09:05;385;199;python3 -m app.rabbit_publisher 199
2024-01-04;19:09:15;554;219;python3 -m app.rabbit_publisher 219
2024-01-04;19:09:25;706;190;python3 -m app.rabbit_publisher 190
2024-01-04;19:09:35;865;168;python3 -m app.rabbit_publisher 168
2024-01-04;19:09:46;007;150;python3 -m app.rabbit_publisher 150
2024-01-04;19:09:56;151;221;python3 -m app.rabbit_publisher 221
2024-01-04;19:10:06;300;126;python3 -m app.rabbit_publisher 126
2024-01-04;19:10:16;437;151;python3 -m app.rabbit_publisher 151
2024-01-04;19:10:26;580;298;python3 -m app.rabbit_publisher 298
2024-01-04;19:10:36;737;341;python3 -m app.rabbit_publisher 341
2024-01-04;19:10:46;907;348;python3 -m app.rabbit_publisher 348
2024-01-04;19:10:57;072;182;python3 -m app.rabbit_publisher 182
2024-01-04;19:11:07;218;216;python3 -m app.rabbit_publisher 216
2024-01-04;19:11:17;365;120;python3 -m app.rabbit_publisher 120
2024-01-04;19:11:27;504;251;python3 -m app.rabbit_publisher 251
2024-01-04;19:11:37;660;231;python3 -m app.rabbit_publisher 231
2024-01-04;19:11:47;810;286;python3 -m app.rabbit_publisher 286
2024-01-04;19:11:58;003;281;python3 -m app.rabbit_publisher 281
2024-01-04;19:12:08;165;177;python3 -m app.rabbit_publisher 177
2024-01-04;19:12:18;331;233;python3 -m app.rabbit_publisher 233
2024-01-04;19:12:28;488;212;python3 -m app.rabbit_publisher 212
2024-01-04;19:12:38;638;285;python3 -m app.rabbit_publisher 285
2024-01-04;19:12:48;808;292;python3 -m app.rabbit_publisher 292
2024-01-04;19:12:58;983;288;python3 -m app.rabbit_publisher 288
2024-01-04;19:13:09;140;174;python3 -m app.rabbit_publisher 174
2024-01-04;19:13:19;322;327;python3 -m app.rabbit_publisher 327
2024-01-04;19:13:29;482;334;python3 -m app.rabbit_publisher 334
2024-01-04;19:13:39;663;263;python3 -m app.rabbit_publisher 263
2024-01-04;19:13:49;845;341;python3 -m app.rabbit_publisher 341
2024-01-04;19:14:00;028;276;python3 -m app.rabbit_publisher 276
2024-01-04;19:14:10;185;338;python3 -m app.rabbit_publisher 338
2024-01-04;19:14:20;347;335;python3 -m app.rabbit_publisher 335
2024-01-04;19:14:30;520;270;python3 -m app.rabbit_publisher 270
2024-01-04;19:14:40;675;180;python3 -m app.rabbit_publisher 180
2024-01-04;19:14:50;820;299;python3 -m app.rabbit_publisher 299
2024-01-04;19:15:00;980;196;python3 -m app.rabbit_publisher 196
2024-01-04;19:15:11;128;321;python3 -m app.rabbit_publisher 321
2024-01-04;19:15:21;305;321;python3 -m app.rabbit_publisher 321
2024-01-04;19:15:31;515;186;python3 -m app.rabbit_publisher 186
2024-01-04;19:15:41;690;183;python3 -m app.rabbit_publisher 183
2024-01-04;19:15:51;855;273;python3 -m app.rabbit_publisher 273
2024-01-04;19:16:02;012;213;python3 -m app.rabbit_publisher 213
2024-01-04;19:16:12;163;196;python3 -m app.rabbit_publisher 196
2024-01-04;19:16:22;329;229;python3 -m app.rabbit_publisher 229
2024-01-04;19:16:32;518;126;python3 -m app.rabbit_publisher 126
2024-01-04;19:16:42;664;271;python3 -m app.rabbit_publisher 271
2024-01-04;19:16:52;817;171;python3 -m app.rabbit_publisher 171
2024-01-04;19:17:02;960;229;python3 -m app.rabbit_publisher 229
2024-01-04;19:17:13;111;150;python3 -m app.rabbit_publisher 150
2024-01-04;19:17:23;251;174;python3 -m app.rabbit_publisher 174
2024-01-04;19:17:33;392;218;python3 -m app.rabbit_publisher 218
2024-01-04;19:17:43;539;239;python3 -m app.rabbit_publisher 239
2024-01-04;19:17:53;693;237;python3 -m app.rabbit_publisher 237
2024-01-04;19:18:03;866;296;python3 -m app.rabbit_publisher 296
2024-01-04;19:18:14;022;164;python3 -m app.rabbit_publisher 164
2024-01-04;19:18:24;178;220;python3 -m app.rabbit_publisher 220
2024-01-04;19:18:34;325;332;python3 -m app.rabbit_publisher 332
2024-01-04;19:18:44;508;342;python3 -m app.rabbit_publisher 342
2024-01-04;19:18:54;669;180;python3 -m app.rabbit_publisher 180
2024-01-04;19:19:04;812;240;python3 -m app.rabbit_publisher 240
2024-01-04;19:19:14;964;302;python3 -m app.rabbit_publisher 302
2024-01-04;19:19:25;126;159;python3 -m app.rabbit_publisher 159
2024-01-04;19:19:35;272;145;python3 -m app.rabbit_publisher 145
2024-01-04;19:19:45;410;121;python3 -m app.rabbit_publisher 121
2024-01-04;19:19:55;550;247;python3 -m app.rabbit_publisher 247
2024-01-04;19:20:05;699;337;python3 -m app.rabbit_publisher 337
2024-01-04;19:20:15;858;157;python3 -m app.rabbit_publisher 157
2024-01-04;19:20:26;008;237;python3 -m app.rabbit_publisher 237
2024-01-04;19:20:36;160;164;python3 -m app.rabbit_publisher 164
2024-01-04;19:20:46;301;139;python3 -m app.rabbit_publisher 139
2024-01-04;19:20:56;443;122;python3 -m app.rabbit_publisher 122
2024-01-04;19:21:06;584;324;python3 -m app.rabbit_publisher 324
2024-01-04;19:21:16;744;164;python3 -m app.rabbit_publisher 164
2024-01-04;19:21:26;897;141;python3 -m app.rabbit_publisher 141
2024-01-04;19:21:37;041;275;python3 -m app.rabbit_publisher 275
2024-01-04;19:21:47;203;131;python3 -m app.rabbit_publisher 131
2024-01-04;19:21:57;343;334;python3 -m app.rabbit_publisher 334
2024-01-04;19:22:07;504;320;python3 -m app.rabbit_publisher 320
2024-01-04;19:22:17;665;304;python3 -m app.rabbit_publisher 304
2024-01-04;19:22:27;824;300;python3 -m app.rabbit_publisher 300
2024-01-04;19:22:37;999;325;python3 -m app.rabbit_publisher 325
2024-01-04;19:22:48;161;188;python3 -m app.rabbit_publisher 188
2024-01-04;19:22:58;305;106;python3 -m app.rabbit_publisher 106
2024-01-04;19:23:08;442;148;python3 -m app.rabbit_publisher 148
2024-01-04;19:23:18;585;110;python3 -m app.rabbit_publisher 110
2024-01-04;19:23:28;723;184;python3 -m app.rabbit_publisher 184
2024-01-04;19:23:38;865;101;python3 -m app.rabbit_publisher 101
2024-01-04;19:23:49;004;298;python3 -m app.rabbit_publisher 298
2024-01-04;19:23:59;163;238;python3 -m app.rabbit_publisher 238
2024-01-04;19:24:09;312;211;python3 -m app.rabbit_publisher 211
2024-01-04;19:24:19;466;125;python3 -m app.rabbit_publisher 125
2024-01-04;19:24:29;606;158;python3 -m app.rabbit_publisher 158
2024-01-04;19:24:39;748;224;python3 -m app.rabbit_publisher 224
2024-01-04;19:24:49;895;301;python3 -m app.rabbit_publisher 301
2024-01-04;19:25:00;055;120;python3 -m app.rabbit_publisher 120
2024-01-04;19:25:10;200;116;python3 -m app.rabbit_publisher 116
2024-01-04;19:25:20;338;123;python3 -m app.rabbit_publisher 123
2024-01-04;19:25:30;476;114;python3 -m app.rabbit_publisher 114
2024-01-04;19:25:40;617;344;python3 -m app.rabbit_publisher 344
2024-01-04;19:25:50;776;166;python3 -m app.rabbit_publisher 166
2024-01-04;19:26:00;927;197;python3 -m app.rabbit_publisher 197
2024-01-04;19:26:11;076;258;python3 -m app.rabbit_publisher 258
2024-01-04;19:26:21;229;260;python3 -m app.rabbit_publisher 260
2024-01-04;19:26:31;383;302;python3 -m app.rabbit_publisher 302
2024-01-04;19:26:41;539;334;python3 -m app.rabbit_publisher 334
2024-01-04;19:26:51;700;198;python3 -m app.rabbit_publisher 198
2024-01-04;19:27:01;845;287;python3 -m app.rabbit_publisher 287
2024-01-04;19:27:12;016;219;python3 -m app.rabbit_publisher 219
2024-01-04;19:27:22;201;325;python3 -m app.rabbit_publisher 325
2024-01-04;19:27:32;360;254;python3 -m app.rabbit_publisher 254
2024-01-04;19:27:42;513;342;python3 -m app.rabbit_publisher 342
2024-01-04;19:27:52;675;147;python3 -m app.rabbit_publisher 147
2024-01-04;19:28:02;816;231;python3 -m app.rabbit_publisher 231
2024-01-04;19:28:12;965;107;python3 -m app.rabbit_publisher 107
2024-01-04;19:28:23;101;255;python3 -m app.rabbit_publisher 255
2024-01-04;19:28:33;250;269;python3 -m app.rabbit_publisher 269
2024-01-04;19:28:43;402;292;python3 -m app.rabbit_publisher 292
2024-01-04;19:28:53;584;106;python3 -m app.rabbit_publisher 106
2024-01-04;19:29:03;738;300;python3 -m app.rabbit_publisher 300
2024-01-04;19:29:13;892;175;python3 -m app.rabbit_publisher 175
2024-01-04;19:29:24;038;218;python3 -m app.rabbit_publisher 218
2024-01-04;19:29:34;185;322;python3 -m app.rabbit_publisher 322
2024-01-04;19:29:44;340;128;python3 -m app.rabbit_publisher 128
2024-01-04;19:29:54;478;313;python3 -m app.rabbit_publisher 313
2024-01-04;19:30:04;635;131;python3 -m app.rabbit_publisher 131
2024-01-04;19:30:14;819;199;python3 -m app.rabbit_publisher 199
2024-01-04;19:30:24;965;124;python3 -m app.rabbit_publisher 124
2024-01-04;19:30:35;191;216;python3 -m app.rabbit_publisher 216
2024-01-04;19:30:45;357;164;python3 -m app.rabbit_publisher 164
2024-01-04;19:30:55;503;346;python3 -m app.rabbit_publisher 346
2024-01-04;19:31:05;700;329;python3 -m app.rabbit_publisher 329
2024-01-04;19:31:16;077;213;python3 -m app.rabbit_publisher 213
2024-01-04;19:31:26;263;283;python3 -m app.rabbit_publisher 283
2024-01-04;19:31:36;422;234;python3 -m app.rabbit_publisher 234
2024-01-04;19:31:46;583;261;python3 -m app.rabbit_publisher 261
2024-01-04;19:31:56;739;312;python3 -m app.rabbit_publisher 312
2024-01-04;19:32:06;905;176;python3 -m app.rabbit_publisher 176
2024-01-04;19:32:17;065;246;python3 -m app.rabbit_publisher 246
2024-01-04;19:32:27;231;101;python3 -m app.rabbit_publisher 101
2024-01-04;19:32:37;370;298;python3 -m app.rabbit_publisher 298
2024-01-04;19:32:47;542;183;python3 -m app.rabbit_publisher 183
2024-01-04;19:32:57;708;150;python3 -m app.rabbit_publisher 150
2024-01-04;19:33:07;864;241;python3 -m app.rabbit_publisher 241
2024-01-04;19:33:18;019;345;python3 -m app.rabbit_publisher 345
2024-01-04;19:33:28;188;190;python3 -m app.rabbit_publisher 190
2024-01-04;19:33:38;336;103;python3 -m app.rabbit_publisher 103
2024-01-04;19:33:48;473;306;python3 -m app.rabbit_publisher 306
2024-01-04;19:33:58;634;127;python3 -m app.rabbit_publisher 127
2024-01-04;19:34:08;775;141;python3 -m app.rabbit_publisher 141
2024-01-04;19:34:18;916;314;python3 -m app.rabbit_publisher 314
2024-01-04;19:34:29;075;182;python3 -m app.rabbit_publisher 182
2024-01-04;19:34:39;220;140;python3 -m app.rabbit_publisher 140
2024-01-04;19:34:49;389;146;python3 -m app.rabbit_publisher 146
2024-01-04;19:34:59;551;120;python3 -m app.rabbit_publisher 120
2024-01-04;19:35:09;690;266;python3 -m app.rabbit_publisher 266
2024-01-04;19:35:19;844;182;python3 -m app.rabbit_publisher 182
2024-01-04;19:35:29;993;261;python3 -m app.rabbit_publisher 261
2024-01-04;19:35:40;172;162;python3 -m app.rabbit_publisher 162
2024-01-04;19:35:50;343;208;python3 -m app.rabbit_publisher 208
2024-01-04;19:36:00;577;268;python3 -m app.rabbit_publisher 268
2024-01-04;19:36:10;730;258;python3 -m app.rabbit_publisher 258
2024-01-04;19:36:20;882;147;python3 -m app.rabbit_publisher 147
2024-01-04;19:36:31;025;206;python3 -m app.rabbit_publisher 206
2024-01-04;19:36:41;187;135;python3 -m app.rabbit_publisher 135
2024-01-04;19:36:51;327;322;python3 -m app.rabbit_publisher 322
2024-01-04;19:37:01;486;302;python3 -m app.rabbit_publisher 302
2024-01-04;19:37:11;644;115;python3 -m app.rabbit_publisher 115
2024-01-04;19:37:21;780;107;python3 -m app.rabbit_publisher 107
2024-01-04;19:37:31;915;143;python3 -m app.rabbit_publisher 143
2024-01-04;19:37:42;080;277;python3 -m app.rabbit_publisher 277
2024-01-04;19:37:52;235;191;python3 -m app.rabbit_publisher 191
2024-01-04;19:38:02;379;255;python3 -m app.rabbit_publisher 255
2024-01-04;19:38:12;530;187;python3 -m app.rabbit_publisher 187
2024-01-04;19:38:22;678;280;python3 -m app.rabbit_publisher 280
2024-01-04;19:38:32;833;191;python3 -m app.rabbit_publisher 191
2024-01-04;19:38:42;977;339;python3 -m app.rabbit_publisher 339
2024-01-04;19:38:53;138;134;python3 -m app.rabbit_publisher 134
2024-01-04;19:39:03;280;231;python3 -m app.rabbit_publisher 231
2024-01-04;19:39:13;431;137;python3 -m app.rabbit_publisher 137
2024-01-04;19:39:23;572;115;python3 -m app.rabbit_publisher 115
2024-01-04;19:39:33;711;333;python3 -m app.rabbit_publisher 333
2024-01-04;19:39:43;868;258;python3 -m app.rabbit_publisher 258
2024-01-04;19:39:54;023;257;python3 -m app.rabbit_publisher 257
2024-01-04;19:40:04;183;208;python3 -m app.rabbit_publisher 208
2024-01-04;19:40:14;331;137;python3 -m app.rabbit_publisher 137
2024-01-04;19:40:24;472;267;python3 -m app.rabbit_publisher 267
2024-01-04;19:40:34;626;174;python3 -m app.rabbit_publisher 174
2024-01-04;19:40:44;774;302;python3 -m app.rabbit_publisher 302
2024-01-04;19:40:54;927;199;python3 -m app.rabbit_publisher 199
2024-01-04;19:41:05;156;133;python3 -m app.rabbit_publisher 133
2024-01-04;19:41:15;347;321;python3 -m app.rabbit_publisher 321
2024-01-04;19:41:25;533;339;python3 -m app.rabbit_publisher 339
2024-01-04;19:41:35;745;131;python3 -m app.rabbit_publisher 131
2024-01-04;19:41:45;988;235;python3 -m app.rabbit_publisher 235
2024-01-04;19:41:56;164;302;python3 -m app.rabbit_publisher 302
2024-01-04;19:42:06;329;283;python3 -m app.rabbit_publisher 283
2024-01-04;19:42:16;492;285;python3 -m app.rabbit_publisher 285
2024-01-04;19:42:26;649;160;python3 -m app.rabbit_publisher 160
2024-01-04;19:42:36;799;223;python3 -m app.rabbit_publisher 223
2024-01-04;19:42:46;988;158;python3 -m app.rabbit_publisher 158
2024-01-04;19:42:57;157;165;python3 -m app.rabbit_publisher 165
2024-01-04;19:43:07;308;213;python3 -m app.rabbit_publisher 213
2024-01-04;19:43:17;478;189;python3 -m app.rabbit_publisher 189
2024-01-04;19:43:27;653;337;python3 -m app.rabbit_publisher 337
2024-01-04;19:43:37;838;127;python3 -m app.rabbit_publisher 127
2024-01-04;19:43:47;982;310;python3 -m app.rabbit_publisher 310
2024-01-04;19:43:58;148;264;python3 -m app.rabbit_publisher 264
2024-01-04;19:44:08;300;346;python3 -m app.rabbit_publisher 346
2024-01-04;19:44:18;460;193;python3 -m app.rabbit_publisher 193
2024-01-04;19:44:28;608;223;python3 -m app.rabbit_publisher 223
2024-01-04;19:44:38;757;148;python3 -m app.rabbit_publisher 148
2024-01-04;19:44:48;925;227;python3 -m app.rabbit_publisher 227
2024-01-04;19:44:59;073;195;python3 -m app.rabbit_publisher 195
2024-01-04;19:45:09;244;217;python3 -m app.rabbit_publisher 217
2024-01-04;19:45:19;409;322;python3 -m app.rabbit_publisher 322
2024-01-04;19:45:29;585;207;python3 -m app.rabbit_publisher 207
2024-01-04;19:45:39;736;277;python3 -m app.rabbit_publisher 277
2024-01-04;19:45:49;892;172;python3 -m app.rabbit_publisher 172
2024-01-04;19:46:00;054;200;python3 -m app.rabbit_publisher 200
2024-01-04;19:46:10;213;206;python3 -m app.rabbit_publisher 206
2024-01-04;19:46:20;363;257;python3 -m app.rabbit_publisher 257
2024-01-04;19:46:30;628;221;python3 -m app.rabbit_publisher 221
2024-01-04;19:46:40;779;254;python3 -m app.rabbit_publisher 254
2024-01-04;19:46:50;928;141;python3 -m app.rabbit_publisher 141
2024-01-04;19:47:01;071;282;python3 -m app.rabbit_publisher 282
2024-01-04;19:47:11;231;275;python3 -m app.rabbit_publisher 275
2024-01-04;19:47:21;387;219;python3 -m app.rabbit_publisher 219
2024-01-04;19:47:31;535;160;python3 -m app.rabbit_publisher 160
2024-01-04;19:47:41;680;172;python3 -m app.rabbit_publisher 172
2024-01-04;19:47:51;827;139;python3 -m app.rabbit_publisher 139
2024-01-04;19:48:01;970;298;python3 -m app.rabbit_publisher 298
2024-01-04;19:48:12;128;340;python3 -m app.rabbit_publisher 340
2024-01-04;19:48:22;287;348;python3 -m app.rabbit_publisher 348
2024-01-04;19:48:32;447;147;python3 -m app.rabbit_publisher 147
2024-01-04;19:48:42;590;196;python3 -m app.rabbit_publisher 196
2024-01-04;19:48:52;738;164;python3 -m app.rabbit_publisher 164
2024-01-04;19:49:02;884;119;python3 -m app.rabbit_publisher 119
2024-01-04;19:49:13;024;242;python3 -m app.rabbit_publisher 242
2024-01-04;19:49:23;174;254;python3 -m app.rabbit_publisher 254
2024-01-04;19:49:33;325;170;python3 -m app.rabbit_publisher 170
2024-01-04;19:49:43;475;204;python3 -m app.rabbit_publisher 204
2024-01-04;19:49:53;625;349;python3 -m app.rabbit_publisher 349
2024-01-04;19:50:03;787;204;python3 -m app.rabbit_publisher 204
2024-01-04;19:50:13;938;180;python3 -m app.rabbit_publisher 180
2024-01-04;19:50:24;086;306;python3 -m app.rabbit_publisher 306
2024-01-04;19:50:34;245;168;python3 -m app.rabbit_publisher 168
2024-01-04;19:50:44;387;151;python3 -m app.rabbit_publisher 151
2024-01-04;19:50:54;532;230;python3 -m app.rabbit_publisher 230
2024-01-04;19:51:04;681;222;python3 -m app.rabbit_publisher 222
2024-01-04;19:51:14;828;308;python3 -m app.rabbit_publisher 308
2024-01-04;19:51:24;987;140;python3 -m app.rabbit_publisher 140
2024-01-04;19:51:35;228;177;python3 -m app.rabbit_publisher 177
2024-01-04;19:51:45;377;237;python3 -m app.rabbit_publisher 237
2024-01-04;19:51:55;541;174;python3 -m app.rabbit_publisher 174
2024-01-04;19:52:05;686;139;python3 -m app.rabbit_publisher 139
2024-01-04;19:52:15;826;264;python3 -m app.rabbit_publisher 264
2024-01-04;19:52:25;996;282;python3 -m app.rabbit_publisher 282
2024-01-04;19:52:36;155;342;python3 -m app.rabbit_publisher 342
2024-01-04;19:52:46;327;243;python3 -m app.rabbit_publisher 243
2024-01-04;19:52:56;498;336;python3 -m app.rabbit_publisher 336
2024-01-04;19:53:06;669;110;python3 -m app.rabbit_publisher 110
2024-01-04;19:53:16;813;132;python3 -m app.rabbit_publisher 132
2024-01-04;19:53:26;955;170;python3 -m app.rabbit_publisher 170
2024-01-04;19:53:37;109;280;python3 -m app.rabbit_publisher 280
2024-01-04;19:53:47;265;332;python3 -m app.rabbit_publisher 332
2024-01-04;19:53:57;432;138;python3 -m app.rabbit_publisher 138
2024-01-04;19:54:07;581;269;python3 -m app.rabbit_publisher 269
2024-01-04;19:54:17;740;333;python3 -m app.rabbit_publisher 333
2024-01-04;19:54:27;905;267;python3 -m app.rabbit_publisher 267
2024-01-04;19:54:38;071;193;python3 -m app.rabbit_publisher 193
2024-01-04;19:54:48;239;121;python3 -m app.rabbit_publisher 121
2024-01-04;19:54:58;395;119;python3 -m app.rabbit_publisher 119
2024-01-04;19:55:08;533;290;python3 -m app.rabbit_publisher 290
2024-01-04;19:55:18;710;198;python3 -m app.rabbit_publisher 198
2024-01-04;19:55:28;857;197;python3 -m app.rabbit_publisher 197
2024-01-04;19:55:39;011;110;python3 -m app.rabbit_publisher 110
2024-01-04;19:55:49;151;118;python3 -m app.rabbit_publisher 118
2024-01-04;19:55:59;312;308;python3 -m app.rabbit_publisher 308
2024-01-04;19:56:09;473;331;python3 -m app.rabbit_publisher 331
2024-01-04;19:56:19;656;232;python3 -m app.rabbit_publisher 232
2024-01-04;19:56:29;807;322;python3 -m app.rabbit_publisher 322
2024-01-04;19:56:39;963;266;python3 -m app.rabbit_publisher 266
2024-01-04;19:56:50;158;178;python3 -m app.rabbit_publisher 178
2024-01-04;19:57:00;303;211;python3 -m app.rabbit_publisher 211
2024-01-04;19:57:10;451;236;python3 -m app.rabbit_publisher 236
2024-01-04;19:57:20;601;127;python3 -m app.rabbit_publisher 127
2024-01-04;19:57:30;744;201;python3 -m app.rabbit_publisher 201
2024-01-04;19:57:40;891;295;python3 -m app.rabbit_publisher 295
2024-01-04;19:57:51;046;308;python3 -m app.rabbit_publisher 308
2024-01-04;19:58:01;208;123;python3 -m app.rabbit_publisher 123
2024-01-04;19:58:11;353;163;python3 -m app.rabbit_publisher 163
2024-01-04;19:58:21;497;249;python3 -m app.rabbit_publisher 249
2024-01-04;19:58:31;651;143;python3 -m app.rabbit_publisher 143
2024-01-04;19:58:41;791;341;python3 -m app.rabbit_publisher 341
2024-01-04;19:58:51;953;160;python3 -m app.rabbit_publisher 160
2024-01-04;19:59:02;095;196;python3 -m app.rabbit_publisher 196
2024-01-04;19:59:12;265;100;python3 -m app.rabbit_publisher 100
2024-01-04;19:59:22;400;209;python3 -m app.rabbit_publisher 209
2024-01-04;19:59:32;548;157;python3 -m app.rabbit_publisher 157
2024-01-04;19:59:42;692;120;python3 -m app.rabbit_publisher 120
2024-01-04;19:59:52;829;232;python3 -m app.rabbit_publisher 232
2024-01-04;20:00:02;979;258;python3 -m app.rabbit_publisher 258
2024-01-04;20:00:13;146;215;python3 -m app.rabbit_publisher 215
2024-01-04;20:00:23;295;124;python3 -m app.rabbit_publisher 124
2024-01-04;20:00:33;433;310;python3 -m app.rabbit_publisher 310
2024-01-04;20:00:43;591;290;python3 -m app.rabbit_publisher 290
2024-01-04;20:00:53;747;163;python3 -m app.rabbit_publisher 163
2024-01-04;20:01:03;890;331;python3 -m app.rabbit_publisher 331
2024-01-04;20:01:14;050;114;python3 -m app.rabbit_publisher 114
2024-01-04;20:01:24;189;285;python3 -m app.rabbit_publisher 285
2024-01-04;20:01:34;342;128;python3 -m app.rabbit_publisher 128
2024-01-04;20:01:44;484;166;python3 -m app.rabbit_publisher 166
2024-01-04;20:01:54;628;151;python3 -m app.rabbit_publisher 151
2024-01-04;20:02:04;769;137;python3 -m app.rabbit_publisher 137
2024-01-04;20:02:14;910;152;python3 -m app.rabbit_publisher 152
2024-01-04;20:02:25;053;260;python3 -m app.rabbit_publisher 260
2024-01-04;20:02:35;281;276;python3 -m app.rabbit_publisher 276
2024-01-04;20:02:45;433;147;python3 -m app.rabbit_publisher 147
2024-01-04;20:02:55;574;242;python3 -m app.rabbit_publisher 242
2024-01-04;20:03:05;725;107;python3 -m app.rabbit_publisher 107
2024-01-04;20:03:15;859;259;python3 -m app.rabbit_publisher 259
2024-01-04;20:03:26;023;287;python3 -m app.rabbit_publisher 287
2024-01-04;20:03:36;178;217;python3 -m app.rabbit_publisher 217
2024-01-04;20:03:46;327;271;python3 -m app.rabbit_publisher 271
2024-01-04;20:03:56;480;159;python3 -m app.rabbit_publisher 159
2024-01-04;20:04:06;634;326;python3 -m app.rabbit_publisher 326
2024-01-04;20:04:16;801;284;python3 -m app.rabbit_publisher 284
2024-01-04;20:04:26;963;305;python3 -m app.rabbit_publisher 305
2024-01-04;20:04:37;124;117;python3 -m app.rabbit_publisher 117
2024-01-04;20:04:47;268;251;python3 -m app.rabbit_publisher 251
2024-01-04;20:04:57;449;228;python3 -m app.rabbit_publisher 228
2024-01-04;20:05:07;612;250;python3 -m app.rabbit_publisher 250
2024-01-04;20:05:17;765;193;python3 -m app.rabbit_publisher 193
2024-01-04;20:05:27;908;318;python3 -m app.rabbit_publisher 318
2024-01-04;20:05:38;066;208;python3 -m app.rabbit_publisher 208
2024-01-04;20:05:48;218;134;python3 -m app.rabbit_publisher 134
2024-01-04;20:05:58;357;309;python3 -m app.rabbit_publisher 309
2024-01-04;20:06:08;536;180;python3 -m app.rabbit_publisher 180
2024-01-04;20:06:18;691;144;python3 -m app.rabbit_publisher 144
2024-01-04;20:06:28;830;316;python3 -m app.rabbit_publisher 316
2024-01-04;20:06:38;988;234;python3 -m app.rabbit_publisher 234
2024-01-04;20:06:49;151;250;python3 -m app.rabbit_publisher 250
2024-01-04;20:06:59;300;239;python3 -m app.rabbit_publisher 239
