Data;HoraMinutoSegundo;Milissegundos;MensagensEnviadas;ComandoExecutado
2024-01-06;08:08:31;005;185;python3 -m app.rabbit_publisher 185
2024-01-06;08:08:41;152;239;python3 -m app.rabbit_publisher 239
2024-01-06;08:08:51;329;249;python3 -m app.rabbit_publisher 249
2024-01-06;08:09:01;496;127;python3 -m app.rabbit_publisher 127
2024-01-06;08:09:11;635;329;python3 -m app.rabbit_publisher 329
2024-01-06;08:09:21;836;113;python3 -m app.rabbit_publisher 113
2024-01-06;08:09:31;974;199;python3 -m app.rabbit_publisher 199
2024-01-06;08:09:42;122;134;python3 -m app.rabbit_publisher 134
2024-01-06;08:09:52;276;103;python3 -m app.rabbit_publisher 103
2024-01-06;08:10:02;433;258;python3 -m app.rabbit_publisher 258
2024-01-06;08:10:12;585;191;python3 -m app.rabbit_publisher 191
2024-01-06;08:10:22;732;293;python3 -m app.rabbit_publisher 293
2024-01-06;08:10:32;888;159;python3 -m app.rabbit_publisher 159
2024-01-06;08:10:43;051;316;python3 -m app.rabbit_publisher 316
2024-01-06;08:10:53;208;201;python3 -m app.rabbit_publisher 201
2024-01-06;08:11:03;357;234;python3 -m app.rabbit_publisher 234
2024-01-06;08:11:13;520;103;python3 -m app.rabbit_publisher 103
2024-01-06;08:11:23;656;228;python3 -m app.rabbit_publisher 228
2024-01-06;08:11:33;805;170;python3 -m app.rabbit_publisher 170
2024-01-06;08:11:43;952;232;python3 -m app.rabbit_publisher 232
2024-01-06;08:11:54;101;337;python3 -m app.rabbit_publisher 337
2024-01-06;08:12:04;296;310;python3 -m app.rabbit_publisher 310
2024-01-06;08:12:14;496;198;python3 -m app.rabbit_publisher 198
2024-01-06;08:12:24;658;279;python3 -m app.rabbit_publisher 279
2024-01-06;08:12:34;813;138;python3 -m app.rabbit_publisher 138
2024-01-06;08:12:44;953;151;python3 -m app.rabbit_publisher 151
2024-01-06;08:12:55;101;136;python3 -m app.rabbit_publisher 136
2024-01-06;08:13:05;287;162;python3 -m app.rabbit_publisher 162
2024-01-06;08:13:15;440;204;python3 -m app.rabbit_publisher 204
2024-01-06;08:13:25;588;201;python3 -m app.rabbit_publisher 201
2024-01-06;08:13:35;783;311;python3 -m app.rabbit_publisher 311
2024-01-06;08:13:45;956;166;python3 -m app.rabbit_publisher 166
2024-01-06;08:13:56;104;343;python3 -m app.rabbit_publisher 343
2024-01-06;08:14:06;286;148;python3 -m app.rabbit_publisher 148
2024-01-06;08:14:16;433;236;python3 -m app.rabbit_publisher 236
2024-01-06;08:14:26;606;319;python3 -m app.rabbit_publisher 319
2024-01-06;08:14:36;778;292;python3 -m app.rabbit_publisher 292
2024-01-06;08:14:46;937;335;python3 -m app.rabbit_publisher 335
2024-01-06;08:14:57;109;171;python3 -m app.rabbit_publisher 171
2024-01-06;08:15:07;251;218;python3 -m app.rabbit_publisher 218
2024-01-06;08:15:17;410;295;python3 -m app.rabbit_publisher 295
2024-01-06;08:15:27;569;229;python3 -m app.rabbit_publisher 229
2024-01-06;08:15:37;735;128;python3 -m app.rabbit_publisher 128
2024-01-06;08:15:47;894;117;python3 -m app.rabbit_publisher 117
2024-01-06;08:15:58;030;169;python3 -m app.rabbit_publisher 169
2024-01-06;08:16:08;173;349;python3 -m app.rabbit_publisher 349
2024-01-06;08:16:18;340;230;python3 -m app.rabbit_publisher 230
2024-01-06;08:16:28;519;164;python3 -m app.rabbit_publisher 164
2024-01-06;08:16:38;662;258;python3 -m app.rabbit_publisher 258
2024-01-06;08:16:48;813;135;python3 -m app.rabbit_publisher 135
2024-01-06;08:16:58;954;113;python3 -m app.rabbit_publisher 113
2024-01-06;08:17:09;097;164;python3 -m app.rabbit_publisher 164
2024-01-06;08:17:19;255;154;python3 -m app.rabbit_publisher 154
2024-01-06;08:17:29;402;152;python3 -m app.rabbit_publisher 152
2024-01-06;08:17:39;542;346;python3 -m app.rabbit_publisher 346
2024-01-06;08:17:49;747;214;python3 -m app.rabbit_publisher 214
2024-01-06;08:17:59;907;244;python3 -m app.rabbit_publisher 244
2024-01-06;08:18:10;058;317;python3 -m app.rabbit_publisher 317
2024-01-06;08:18:20;215;130;python3 -m app.rabbit_publisher 130
2024-01-06;08:18:30;354;260;python3 -m app.rabbit_publisher 260
2024-01-06;08:18:40;510;185;python3 -m app.rabbit_publisher 185
2024-01-06;08:18:50;655;263;python3 -m app.rabbit_publisher 263
2024-01-06;08:19:00;808;277;python3 -m app.rabbit_publisher 277
2024-01-06;08:19:10;961;127;python3 -m app.rabbit_publisher 127
2024-01-06;08:19:21;103;242;python3 -m app.rabbit_publisher 242
2024-01-06;08:19:31;258;224;python3 -m app.rabbit_publisher 224
2024-01-06;08:19:41;412;242;python3 -m app.rabbit_publisher 242
2024-01-06;08:19:51;591;339;python3 -m app.rabbit_publisher 339
2024-01-06;08:20:01;755;126;python3 -m app.rabbit_publisher 126
2024-01-06;08:20:11;895;285;python3 -m app.rabbit_publisher 285
2024-01-06;08:20:22;055;165;python3 -m app.rabbit_publisher 165
2024-01-06;08:20:32;199;152;python3 -m app.rabbit_publisher 152
2024-01-06;08:20:42;341;346;python3 -m app.rabbit_publisher 346
2024-01-06;08:20:52;501;241;python3 -m app.rabbit_publisher 241
2024-01-06;08:21:02;652;116;python3 -m app.rabbit_publisher 116
2024-01-06;08:21:12;795;169;python3 -m app.rabbit_publisher 169
2024-01-06;08:21:22;938;221;python3 -m app.rabbit_publisher 221
2024-01-06;08:21:33;085;179;python3 -m app.rabbit_publisher 179
2024-01-06;08:21:43;227;184;python3 -m app.rabbit_publisher 184
2024-01-06;08:21:53;372;303;python3 -m app.rabbit_publisher 303
2024-01-06;08:22:03;528;164;python3 -m app.rabbit_publisher 164
2024-01-06;08:22:13;669;169;python3 -m app.rabbit_publisher 169
2024-01-06;08:22:23;812;271;python3 -m app.rabbit_publisher 271
2024-01-06;08:22:33;968;182;python3 -m app.rabbit_publisher 182
2024-01-06;08:22:44;116;181;python3 -m app.rabbit_publisher 181
2024-01-06;08:22:54;257;303;python3 -m app.rabbit_publisher 303
2024-01-06;08:23:04;422;161;python3 -m app.rabbit_publisher 161
2024-01-06;08:23:14;606;254;python3 -m app.rabbit_publisher 254
2024-01-06;08:23:24;758;223;python3 -m app.rabbit_publisher 223
2024-01-06;08:23:34;908;213;python3 -m app.rabbit_publisher 213
2024-01-06;08:23:45;055;155;python3 -m app.rabbit_publisher 155
2024-01-06;08:23:55;196;276;python3 -m app.rabbit_publisher 276
2024-01-06;08:24:05;350;264;python3 -m app.rabbit_publisher 264
2024-01-06;08:24:15;504;323;python3 -m app.rabbit_publisher 323
2024-01-06;08:24:25;663;314;python3 -m app.rabbit_publisher 314
2024-01-06;08:24:35;824;280;python3 -m app.rabbit_publisher 280
2024-01-06;08:24:45;979;337;python3 -m app.rabbit_publisher 337
2024-01-06;08:24:56;140;283;python3 -m app.rabbit_publisher 283
2024-01-06;08:25:06;303;234;python3 -m app.rabbit_publisher 234
2024-01-06;08:25:16;454;310;python3 -m app.rabbit_publisher 310
2024-01-06;08:25:26;625;324;python3 -m app.rabbit_publisher 324
2024-01-06;08:25:36;782;286;python3 -m app.rabbit_publisher 286
2024-01-06;08:25:46;940;344;python3 -m app.rabbit_publisher 344
2024-01-06;08:25:57;104;191;python3 -m app.rabbit_publisher 191
2024-01-06;08:26:07;252;179;python3 -m app.rabbit_publisher 179
2024-01-06;08:26:17;397;330;python3 -m app.rabbit_publisher 330
2024-01-06;08:26:27;565;321;python3 -m app.rabbit_publisher 321
2024-01-06;08:26:37;724;337;python3 -m app.rabbit_publisher 337
2024-01-06;08:26:47;893;261;python3 -m app.rabbit_publisher 261
2024-01-06;08:26:58;051;312;python3 -m app.rabbit_publisher 312
2024-01-06;08:27:08;210;291;python3 -m app.rabbit_publisher 291
2024-01-06;08:27:18;366;158;python3 -m app.rabbit_publisher 158
2024-01-06;08:27:28;509;243;python3 -m app.rabbit_publisher 243
2024-01-06;08:27:38;661;141;python3 -m app.rabbit_publisher 141
2024-01-06;08:27:48;802;286;python3 -m app.rabbit_publisher 286
2024-01-06;08:27:58;957;149;python3 -m app.rabbit_publisher 149
2024-01-06;08:28:09;103;323;python3 -m app.rabbit_publisher 323
2024-01-06;08:28:19;265;165;python3 -m app.rabbit_publisher 165
2024-01-06;08:28:29;409;277;python3 -m app.rabbit_publisher 277
2024-01-06;08:28:39;564;341;python3 -m app.rabbit_publisher 341
2024-01-06;08:28:49;723;275;python3 -m app.rabbit_publisher 275
2024-01-06;08:28:59;879;266;python3 -m app.rabbit_publisher 266
2024-01-06;08:29:10;034;334;python3 -m app.rabbit_publisher 334
2024-01-06;08:29:20;193;201;python3 -m app.rabbit_publisher 201
2024-01-06;08:29:30;341;110;python3 -m app.rabbit_publisher 110
2024-01-06;08:29:40;477;288;python3 -m app.rabbit_publisher 288
2024-01-06;08:29:50;636;294;python3 -m app.rabbit_publisher 294
2024-01-06;08:30:00;794;269;python3 -m app.rabbit_publisher 269
2024-01-06;08:30:10;948;332;python3 -m app.rabbit_publisher 332
2024-01-06;08:30:21;108;250;python3 -m app.rabbit_publisher 250
2024-01-06;08:30:31;259;335;python3 -m app.rabbit_publisher 335
2024-01-06;08:30:41;419;251;python3 -m app.rabbit_publisher 251
2024-01-06;08:30:51;582;105;python3 -m app.rabbit_publisher 105
2024-01-06;08:31:01;720;349;python3 -m app.rabbit_publisher 349
2024-01-06;08:31:11;881;270;python3 -m app.rabbit_publisher 270
2024-01-06;08:31:22;036;120;python3 -m app.rabbit_publisher 120
2024-01-06;08:31:32;178;135;python3 -m app.rabbit_publisher 135
2024-01-06;08:31:42;322;275;python3 -m app.rabbit_publisher 275
2024-01-06;08:31:52;485;291;python3 -m app.rabbit_publisher 291
2024-01-06;08:32:02;641;271;python3 -m app.rabbit_publisher 271
2024-01-06;08:32:12;796;199;python3 -m app.rabbit_publisher 199
2024-01-06;08:32:22;944;184;python3 -m app.rabbit_publisher 184
2024-01-06;08:32:33;094;342;python3 -m app.rabbit_publisher 342
2024-01-06;08:32:43;258;159;python3 -m app.rabbit_publisher 159
2024-01-06;08:32:53;417;236;python3 -m app.rabbit_publisher 236
2024-01-06;08:33:03;586;232;python3 -m app.rabbit_publisher 232
2024-01-06;08:33:13;734;301;python3 -m app.rabbit_publisher 301
2024-01-06;08:33:23;891;246;python3 -m app.rabbit_publisher 246
2024-01-06;08:33:34;044;234;python3 -m app.rabbit_publisher 234
2024-01-06;08:33:44;199;106;python3 -m app.rabbit_publisher 106
2024-01-06;08:33:54;334;290;python3 -m app.rabbit_publisher 290
2024-01-06;08:34:04;493;101;python3 -m app.rabbit_publisher 101
2024-01-06;08:34:14;636;229;python3 -m app.rabbit_publisher 229
2024-01-06;08:34:24;789;160;python3 -m app.rabbit_publisher 160
2024-01-06;08:34:34;932;343;python3 -m app.rabbit_publisher 343
2024-01-06;08:34:45;097;288;python3 -m app.rabbit_publisher 288
2024-01-06;08:34:55;253;136;python3 -m app.rabbit_publisher 136
2024-01-06;08:35:05;393;331;python3 -m app.rabbit_publisher 331
2024-01-06;08:35:15;555;197;python3 -m app.rabbit_publisher 197
2024-01-06;08:35:25;701;330;python3 -m app.rabbit_publisher 330
2024-01-06;08:35:35;861;234;python3 -m app.rabbit_publisher 234
2024-01-06;08:35:46;013;129;python3 -m app.rabbit_publisher 129
2024-01-06;08:35:56;151;307;python3 -m app.rabbit_publisher 307
2024-01-06;08:36:06;307;100;python3 -m app.rabbit_publisher 100
2024-01-06;08:36:16;460;177;python3 -m app.rabbit_publisher 177
2024-01-06;08:36:26;604;246;python3 -m app.rabbit_publisher 246
2024-01-06;08:36:36;776;120;python3 -m app.rabbit_publisher 120
2024-01-06;08:36:46;915;196;python3 -m app.rabbit_publisher 196
2024-01-06;08:36:57;062;204;python3 -m app.rabbit_publisher 204
2024-01-06;08:37:07;209;135;python3 -m app.rabbit_publisher 135
2024-01-06;08:37:17;350;127;python3 -m app.rabbit_publisher 127
2024-01-06;08:37:27;491;245;python3 -m app.rabbit_publisher 245
2024-01-06;08:37:37;643;231;python3 -m app.rabbit_publisher 231
2024-01-06;08:37:47;830;309;python3 -m app.rabbit_publisher 309
2024-01-06;08:37:57;990;104;python3 -m app.rabbit_publisher 104
2024-01-06;08:38:08;129;179;python3 -m app.rabbit_publisher 179
2024-01-06;08:38:18;270;245;python3 -m app.rabbit_publisher 245
2024-01-06;08:38:28;422;258;python3 -m app.rabbit_publisher 258
2024-01-06;08:38:38;575;214;python3 -m app.rabbit_publisher 214
2024-01-06;08:38:48;726;311;python3 -m app.rabbit_publisher 311
2024-01-06;08:38:58;881;211;python3 -m app.rabbit_publisher 211
2024-01-06;08:39:09;049;143;python3 -m app.rabbit_publisher 143
2024-01-06;08:39:19;189;109;python3 -m app.rabbit_publisher 109
2024-01-06;08:39:29;330;223;python3 -m app.rabbit_publisher 223
2024-01-06;08:39:39;518;319;python3 -m app.rabbit_publisher 319
2024-01-06;08:39:49;718;110;python3 -m app.rabbit_publisher 110
2024-01-06;08:39:59;879;257;python3 -m app.rabbit_publisher 257
2024-01-06;08:40:10;065;207;python3 -m app.rabbit_publisher 207
2024-01-06;08:40:20;232;100;python3 -m app.rabbit_publisher 100
2024-01-06;08:40:30;374;287;python3 -m app.rabbit_publisher 287
2024-01-06;08:40:40;537;179;python3 -m app.rabbit_publisher 179
2024-01-06;08:40:50;683;305;python3 -m app.rabbit_publisher 305
2024-01-06;08:41:00;852;288;python3 -m app.rabbit_publisher 288
2024-01-06;08:41:11;013;284;python3 -m app.rabbit_publisher 284
2024-01-06;08:41:21;193;246;python3 -m app.rabbit_publisher 246
2024-01-06;08:41:31;344;161;python3 -m app.rabbit_publisher 161
2024-01-06;08:41:41;488;230;python3 -m app.rabbit_publisher 230
2024-01-06;08:41:51;664;338;python3 -m app.rabbit_publisher 338
2024-01-06;08:42:01;834;170;python3 -m app.rabbit_publisher 170
2024-01-06;08:42:12;001;127;python3 -m app.rabbit_publisher 127
2024-01-06;08:42:22;157;233;python3 -m app.rabbit_publisher 233
2024-01-06;08:42:32;323;276;python3 -m app.rabbit_publisher 276
2024-01-06;08:42:42;478;338;python3 -m app.rabbit_publisher 338
2024-01-06;08:42:52;638;245;python3 -m app.rabbit_publisher 245
2024-01-06;08:43:02;813;342;python3 -m app.rabbit_publisher 342
2024-01-06;08:43:12;977;237;python3 -m app.rabbit_publisher 237
2024-01-06;08:43:23;126;220;python3 -m app.rabbit_publisher 220
2024-01-06;08:43:33;305;105;python3 -m app.rabbit_publisher 105
2024-01-06;08:43:43;442;153;python3 -m app.rabbit_publisher 153
2024-01-06;08:43:53;604;246;python3 -m app.rabbit_publisher 246
2024-01-06;08:44:03;770;110;python3 -m app.rabbit_publisher 110
2024-01-06;08:44:13;925;163;python3 -m app.rabbit_publisher 163
2024-01-06;08:44:24;071;349;python3 -m app.rabbit_publisher 349
2024-01-06;08:44:34;231;100;python3 -m app.rabbit_publisher 100
2024-01-06;08:44:44;367;273;python3 -m app.rabbit_publisher 273
2024-01-06;08:44:54;521;193;python3 -m app.rabbit_publisher 193
2024-01-06;08:45:04;665;273;python3 -m app.rabbit_publisher 273
2024-01-06;08:45:14;817;219;python3 -m app.rabbit_publisher 219
2024-01-06;08:45:24;965;314;python3 -m app.rabbit_publisher 314
2024-01-06;08:45:35;206;171;python3 -m app.rabbit_publisher 171
2024-01-06;08:45:45;352;189;python3 -m app.rabbit_publisher 189
2024-01-06;08:45:55;506;167;python3 -m app.rabbit_publisher 167
2024-01-06;08:46:05;650;126;python3 -m app.rabbit_publisher 126
2024-01-06;08:46:15;789;237;python3 -m app.rabbit_publisher 237
2024-01-06;08:46:25;942;144;python3 -m app.rabbit_publisher 144
2024-01-06;08:46:36;085;107;python3 -m app.rabbit_publisher 107
2024-01-06;08:46:46;229;162;python3 -m app.rabbit_publisher 162
2024-01-06;08:46:56;370;232;python3 -m app.rabbit_publisher 232
2024-01-06;08:47:06;519;270;python3 -m app.rabbit_publisher 270
2024-01-06;08:47:16;674;126;python3 -m app.rabbit_publisher 126
2024-01-06;08:47:26;812;260;python3 -m app.rabbit_publisher 260
2024-01-06;08:47:36;966;143;python3 -m app.rabbit_publisher 143
2024-01-06;08:47:47;106;100;python3 -m app.rabbit_publisher 100
2024-01-06;08:47:57;240;151;python3 -m app.rabbit_publisher 151
2024-01-06;08:48:07;387;152;python3 -m app.rabbit_publisher 152
2024-01-06;08:48:17;529;183;python3 -m app.rabbit_publisher 183
2024-01-06;08:48:27;671;244;python3 -m app.rabbit_publisher 244
2024-01-06;08:48:37;826;244;python3 -m app.rabbit_publisher 244
2024-01-06;08:48:47;982;153;python3 -m app.rabbit_publisher 153
2024-01-06;08:48:58;125;145;python3 -m app.rabbit_publisher 145
2024-01-06;08:49:08;265;298;python3 -m app.rabbit_publisher 298
2024-01-06;08:49:18;423;105;python3 -m app.rabbit_publisher 105
2024-01-06;08:49:28;561;165;python3 -m app.rabbit_publisher 165
2024-01-06;08:49:38;702;234;python3 -m app.rabbit_publisher 234
2024-01-06;08:49:48;852;132;python3 -m app.rabbit_publisher 132
2024-01-06;08:49:58;995;226;python3 -m app.rabbit_publisher 226
2024-01-06;08:50:09;152;210;python3 -m app.rabbit_publisher 210
2024-01-06;08:50:19;298;207;python3 -m app.rabbit_publisher 207
2024-01-06;08:50:29;449;327;python3 -m app.rabbit_publisher 327
2024-01-06;08:50:39;637;265;python3 -m app.rabbit_publisher 265
2024-01-06;08:50:49;797;292;python3 -m app.rabbit_publisher 292
2024-01-06;08:50:59;971;164;python3 -m app.rabbit_publisher 164
2024-01-06;08:51:10;215;215;python3 -m app.rabbit_publisher 215
2024-01-06;08:51:20;372;299;python3 -m app.rabbit_publisher 299
2024-01-06;08:51:30;536;216;python3 -m app.rabbit_publisher 216
2024-01-06;08:51:40;715;321;python3 -m app.rabbit_publisher 321
2024-01-06;08:51:50;897;179;python3 -m app.rabbit_publisher 179
2024-01-06;08:52:01;048;342;python3 -m app.rabbit_publisher 342
2024-01-06;08:52:11;218;197;python3 -m app.rabbit_publisher 197
2024-01-06;08:52:21;364;215;python3 -m app.rabbit_publisher 215
2024-01-06;08:52:31;514;150;python3 -m app.rabbit_publisher 150
2024-01-06;08:52:41;656;159;python3 -m app.rabbit_publisher 159
2024-01-06;08:52:51;810;150;python3 -m app.rabbit_publisher 150
2024-01-06;08:53:01;962;321;python3 -m app.rabbit_publisher 321
2024-01-06;08:53:12;140;347;python3 -m app.rabbit_publisher 347
2024-01-06;08:53:22;306;140;python3 -m app.rabbit_publisher 140
2024-01-06;08:53:32;466;170;python3 -m app.rabbit_publisher 170
2024-01-06;08:53:42;617;104;python3 -m app.rabbit_publisher 104
2024-01-06;08:53:52;752;342;python3 -m app.rabbit_publisher 342
2024-01-06;08:54:02;943;278;python3 -m app.rabbit_publisher 278
2024-01-06;08:54:13;127;147;python3 -m app.rabbit_publisher 147
2024-01-06;08:54:23;287;212;python3 -m app.rabbit_publisher 212
2024-01-06;08:54:33;434;101;python3 -m app.rabbit_publisher 101
2024-01-06;08:54:43;589;269;python3 -m app.rabbit_publisher 269
2024-01-06;08:54:53;778;181;python3 -m app.rabbit_publisher 181
2024-01-06;08:55:03;944;252;python3 -m app.rabbit_publisher 252
2024-01-06;08:55:14;125;103;python3 -m app.rabbit_publisher 103
2024-01-06;08:55:24;264;137;python3 -m app.rabbit_publisher 137
2024-01-06;08:55:34;410;151;python3 -m app.rabbit_publisher 151
2024-01-06;08:55:44;561;270;python3 -m app.rabbit_publisher 270
2024-01-06;08:55:54;835;166;python3 -m app.rabbit_publisher 166
2024-01-06;08:56:04;981;247;python3 -m app.rabbit_publisher 247
2024-01-06;08:56:15;134;290;python3 -m app.rabbit_publisher 290
2024-01-06;08:56:25;291;260;python3 -m app.rabbit_publisher 260
2024-01-06;08:56:35;445;170;python3 -m app.rabbit_publisher 170
2024-01-06;08:56:45;590;286;python3 -m app.rabbit_publisher 286
2024-01-06;08:56:55;743;341;python3 -m app.rabbit_publisher 341
2024-01-06;08:57:05;904;200;python3 -m app.rabbit_publisher 200
2024-01-06;08:57:16;054;227;python3 -m app.rabbit_publisher 227
2024-01-06;08:57:26;205;296;python3 -m app.rabbit_publisher 296
2024-01-06;08:57:36;360;134;python3 -m app.rabbit_publisher 134
2024-01-06;08:57:46;500;127;python3 -m app.rabbit_publisher 127
2024-01-06;08:57:56;637;143;python3 -m app.rabbit_publisher 143
2024-01-06;08:58:06;777;121;python3 -m app.rabbit_publisher 121
2024-01-06;08:58:16;915;344;python3 -m app.rabbit_publisher 344
2024-01-06;08:58:27;076;104;python3 -m app.rabbit_publisher 104
2024-01-06;08:58:37;211;278;python3 -m app.rabbit_publisher 278
2024-01-06;08:58:47;368;276;python3 -m app.rabbit_publisher 276
2024-01-06;08:58:57;535;161;python3 -m app.rabbit_publisher 161
2024-01-06;08:59:07;696;203;python3 -m app.rabbit_publisher 203
2024-01-06;08:59:17;857;181;python3 -m app.rabbit_publisher 181
2024-01-06;08:59:28;004;141;python3 -m app.rabbit_publisher 141
2024-01-06;08:59:38;159;171;python3 -m app.rabbit_publisher 171
2024-01-06;08:59:48;307;249;python3 -m app.rabbit_publisher 249
2024-01-06;08:59:58;479;214;python3 -m app.rabbit_publisher 214
2024-01-06;09:00:08;636;174;python3 -m app.rabbit_publisher 174
2024-01-06;09:00:18;780;197;python3 -m app.rabbit_publisher 197
2024-01-06;09:00:28;931;294;python3 -m app.rabbit_publisher 294
2024-01-06;09:00:39;105;130;python3 -m app.rabbit_publisher 130
2024-01-06;09:00:49;253;318;python3 -m app.rabbit_publisher 318
2024-01-06;09:00:59;424;282;python3 -m app.rabbit_publisher 282
2024-01-06;09:01:09;585;231;python3 -m app.rabbit_publisher 231
2024-01-06;09:01:19;745;107;python3 -m app.rabbit_publisher 107
2024-01-06;09:01:29;889;265;python3 -m app.rabbit_publisher 265
2024-01-06;09:01:40;065;233;python3 -m app.rabbit_publisher 233
2024-01-06;09:01:50;221;289;python3 -m app.rabbit_publisher 289
2024-01-06;09:02:00;413;285;python3 -m app.rabbit_publisher 285
2024-01-06;09:02:10;577;261;python3 -m app.rabbit_publisher 261
2024-01-06;09:02:20;736;115;python3 -m app.rabbit_publisher 115
2024-01-06;09:02:30;894;270;python3 -m app.rabbit_publisher 270
2024-01-06;09:02:41;050;225;python3 -m app.rabbit_publisher 225
2024-01-06;09:02:51;200;145;python3 -m app.rabbit_publisher 145
2024-01-06;09:03:01;361;183;python3 -m app.rabbit_publisher 183
2024-01-06;09:03:11;523;118;python3 -m app.rabbit_publisher 118
2024-01-06;09:03:21;662;138;python3 -m app.rabbit_publisher 138
2024-01-06;09:03:31;806;179;python3 -m app.rabbit_publisher 179
2024-01-06;09:03:41;952;335;python3 -m app.rabbit_publisher 335
2024-01-06;09:03:52;141;163;python3 -m app.rabbit_publisher 163
2024-01-06;09:04:02;304;237;python3 -m app.rabbit_publisher 237
2024-01-06;09:04:12;513;158;python3 -m app.rabbit_publisher 158
2024-01-06;09:04:22;656;154;python3 -m app.rabbit_publisher 154
2024-01-06;09:04:32;797;182;python3 -m app.rabbit_publisher 182
2024-01-06;09:04:42;946;138;python3 -m app.rabbit_publisher 138
2024-01-06;09:04:53;087;348;python3 -m app.rabbit_publisher 348
2024-01-06;09:05:03;247;228;python3 -m app.rabbit_publisher 228
2024-01-06;09:05:13;395;285;python3 -m app.rabbit_publisher 285
2024-01-06;09:05:23;549;132;python3 -m app.rabbit_publisher 132
2024-01-06;09:05:33;693;329;python3 -m app.rabbit_publisher 329
2024-01-06;09:05:43;849;144;python3 -m app.rabbit_publisher 144
2024-01-06;09:05:53;991;216;python3 -m app.rabbit_publisher 216
2024-01-06;09:06:04;142;169;python3 -m app.rabbit_publisher 169
2024-01-06;09:06:14;284;135;python3 -m app.rabbit_publisher 135
2024-01-06;09:06:24;425;238;python3 -m app.rabbit_publisher 238
2024-01-06;09:06:34;578;208;python3 -m app.rabbit_publisher 208
2024-01-06;09:06:44;725;223;python3 -m app.rabbit_publisher 223
2024-01-06;09:06:54;875;291;python3 -m app.rabbit_publisher 291
2024-01-06;09:07:05;056;288;python3 -m app.rabbit_publisher 288
2024-01-06;09:07:15;218;307;python3 -m app.rabbit_publisher 307
2024-01-06;09:07:25;400;136;python3 -m app.rabbit_publisher 136
2024-01-06;09:07:35;540;263;python3 -m app.rabbit_publisher 263
2024-01-06;09:07:45;696;156;python3 -m app.rabbit_publisher 156
2024-01-06;09:07:55;839;109;python3 -m app.rabbit_publisher 109
2024-01-06;09:08:05;976;218;python3 -m app.rabbit_publisher 218
2024-01-06;09:08:16;136;264;python3 -m app.rabbit_publisher 264
2024-01-06;09:08:26;402;160;python3 -m app.rabbit_publisher 160
2024-01-06;09:08:36;546;328;python3 -m app.rabbit_publisher 328
2024-01-06;09:08:46;720;294;python3 -m app.rabbit_publisher 294
2024-01-06;09:08:56;993;276;python3 -m app.rabbit_publisher 276
2024-01-06;09:09:07;168;168;python3 -m app.rabbit_publisher 168
2024-01-06;09:09:17;346;337;python3 -m app.rabbit_publisher 337
2024-01-06;09:09:27;509;206;python3 -m app.rabbit_publisher 206
2024-01-06;09:09:37;657;203;python3 -m app.rabbit_publisher 203
2024-01-06;09:09:47;817;145;python3 -m app.rabbit_publisher 145
2024-01-06;09:09:57;965;172;python3 -m app.rabbit_publisher 172
2024-01-06;09:10:08;109;303;python3 -m app.rabbit_publisher 303
2024-01-06;09:10:18;275;261;python3 -m app.rabbit_publisher 261
2024-01-06;09:10:28;436;283;python3 -m app.rabbit_publisher 283
2024-01-06;09:10:38;591;324;python3 -m app.rabbit_publisher 324
2024-01-06;09:10:48;751;333;python3 -m app.rabbit_publisher 333
2024-01-06;09:10:58;910;239;python3 -m app.rabbit_publisher 239
2024-01-06;09:11:09;090;314;python3 -m app.rabbit_publisher 314
2024-01-06;09:11:19;260;206;python3 -m app.rabbit_publisher 206
2024-01-06;09:11:29;428;146;python3 -m app.rabbit_publisher 146
2024-01-06;09:11:39;568;322;python3 -m app.rabbit_publisher 322
2024-01-06;09:11:49;742;340;python3 -m app.rabbit_publisher 340
2024-01-06;09:11:59;904;185;python3 -m app.rabbit_publisher 185
2024-01-06;09:12:10;078;149;python3 -m app.rabbit_publisher 149
2024-01-06;09:12:20;224;107;python3 -m app.rabbit_publisher 107
2024-01-06;09:12:30;365;183;python3 -m app.rabbit_publisher 183
2024-01-06;09:12:40;510;189;python3 -m app.rabbit_publisher 189
2024-01-06;09:12:50;678;129;python3 -m app.rabbit_publisher 129
2024-01-06;09:13:00;837;213;python3 -m app.rabbit_publisher 213
2024-01-06;09:13:10;986;306;python3 -m app.rabbit_publisher 306
2024-01-06;09:13:21;145;301;python3 -m app.rabbit_publisher 301
2024-01-06;09:13:31;317;271;python3 -m app.rabbit_publisher 271
2024-01-06;09:13:41;541;106;python3 -m app.rabbit_publisher 106
2024-01-06;09:13:51;680;314;python3 -m app.rabbit_publisher 314
2024-01-06;09:14:01;837;310;python3 -m app.rabbit_publisher 310
2024-01-06;09:14:11;997;247;python3 -m app.rabbit_publisher 247
2024-01-06;09:14:22;152;278;python3 -m app.rabbit_publisher 278
2024-01-06;09:14:32;318;156;python3 -m app.rabbit_publisher 156
2024-01-06;09:14:42;460;247;python3 -m app.rabbit_publisher 247
2024-01-06;09:14:52;613;302;python3 -m app.rabbit_publisher 302
2024-01-06;09:15:02;774;136;python3 -m app.rabbit_publisher 136
2024-01-06;09:15:12;914;323;python3 -m app.rabbit_publisher 323
2024-01-06;09:15:23;073;211;python3 -m app.rabbit_publisher 211
2024-01-06;09:15:33;226;144;python3 -m app.rabbit_publisher 144
2024-01-06;09:15:43;365;231;python3 -m app.rabbit_publisher 231
